coin,tf,preset,mode,macd,RR,window,n,gross,net06,net04
ETHUSDT,15m,VeryHigh,reversal,0,3.5,1,123,-10.59,-37.66,-28.64
ETHUSDT,15m,VeryHigh,reversal,0,3.5,2,120,-0.34,-14.7,-9.91
ETHUSDT,15m,VeryHigh,reversal,0,3.5,3,141,-6.09,-19.53,-15.05
ETHUSDT,15m,VeryHigh,reversal,0,3.5,4,113,4.09,-9.4,-4.9
ETHUSDT,15m,VeryHigh,reversal,1,1.5,0,39,2.34,-3.17,-1.33
ETHUSDT,15m,VeryHigh,reversal,1,1.5,1,58,5.5,-8.77,-4.02
ETHUSDT,15m,VeryHigh,reversal,1,1.5,2,48,8.25,2.67,4.53
ETHUSDT,15m,VeryHigh,reversal,1,1.5,3,63,-2.19,-8.6,-6.46
ETHUSDT,15m,VeryHigh,reversal,1,1.5,4,38,0.38,-4.19,-2.67
ETHUSDT,15m,VeryHigh,reversal,1,2.5,0,36,-0.12,-5.35,-3.61
ETHUSDT,15m,VeryHigh,reversal,1,2.5,1,54,8.59,-1.51,1.86
ETHUSDT,15m,VeryHigh,reversal,1,2.5,2,48,4.09,-1.48,0.38
ETHUSDT,15m,VeryHigh,reversal,1,2.5,3,63,2.94,-3.47,-1.34
ETHUSDT,15m,VeryHigh,reversal,1,2.5,4,38,0.78,-3.78,-2.26
ETHUSDT,15m,VeryHigh,reversal,1,3.5,0,36,0.59,-4.63,-2.89
ETHUSDT,15m,VeryHigh,reversal,1,3.5,1,53,2.59,-7.34,-4.03
ETHUSDT,15m,VeryHigh,reversal,1,3.5,2,47,3.81,-1.67,0.15
ETHUSDT,15m,VeryHigh,reversal,1,3.5,3,61,3.19,-3.0,-0.94
ETHUSDT,15m,VeryHigh,reversal,1,3.5,4,38,0.19,-4.38,-2.85
ETHUSDT,1h,Normal,continuation,0,1.5,0,116,8.06,1.76,3.86
ETHUSDT,1h,Normal,continuation,0,1.5,1,127,-15.47,-26.6,-22.89
ETHUSDT,1h,Normal,continuation,0,1.5,2,106,11.12,5.36,7.28
ETHUSDT,1h,Normal,continuation,0,1.5,3,103,4.28,-0.43,1.14
ETHUSDT,1h,Normal,continuation,0,1.5,4,105,17.95,12.37,14.23
ETHUSDT,1h,Normal,continuation,0,2.5,0,89,-3.0,-7.74,-6.16
ETHUSDT,1h,Normal,continuation,0,2.5,1,102,-12.59,-20.78,-18.05
ETHUSDT,1h,Normal,continuation,0,2.5,2,80,14.09,9.81,11.24
ETHUSDT,1h,Normal,continuation,0,2.5,3,61,11.38,8.75,9.63
ETHUSDT,1h,Normal,continuation,0,2.5,4,91,24.9,20.0,21.63
ETHUSDT,1h,Normal,continuation,0,3.5,0,75,-3.97,-7.86,-6.56
ETHUSDT,1h,Normal,continuation,0,3.5,1,79,-8.56,-14.45,-12.48
ETHUSDT,1h,Normal,continuation,0,3.5,2,71,18.12,14.29,15.57
ETHUSDT,1h,Normal,continuation,0,3.5,3,52,8.22,6.05,6.77
ETHUSDT,1h,Normal,continuation,0,3.5,4,75,30.01,26.07,27.39
ETHUSDT,1h,Normal,continuation,1,1.5,0,98,12.53,7.21,8.98
ETHUSDT,1h,Normal,continuation,1,1.5,1,101,-11.28,-19.84,-16.99
ETHUSDT,1h,Normal,continuation,1,1.5,2,93,5.56,0.26,2.03
ETHUSDT,1h,Normal,continuation,1,1.5,3,89,-7.38,-11.73,-10.28
ETHUSDT,1h,Normal,continuation,1,1.5,4,92,2.53,-2.39,-0.75
ETHUSDT,1h,Normal,continuation,1,2.5,0,70,-0.34,-3.96,-2.76
ETHUSDT,1h,Normal,continuation,1,2.5,1,86,-10.09,-16.94,-14.65
ETHUSDT,1h,Normal,continuation,1,2.5,2,81,1.28,-3.32,-1.79
ETHUSDT,1h,Normal,continuation,1,2.5,3,63,-1.28,-4.27,-3.27
ETHUSDT,1h,Normal,continuation,1,2.5,4,77,8.59,4.47,5.85
ETHUSDT,1h,Normal,continuation,1,3.5,0,60,-7.22,-10.38,-9.33
ETHUSDT,1h,Normal,continuation,1,3.5,1,66,-3.16,-8.04,-6.41
ETHUSDT,1h,Normal,continuation,1,3.5,2,80,1.62,-2.91,-1.4
ETHUSDT,1h,Normal,continuation,1,3.5,3,60,1.97,-0.87,0.08
ETHUSDT,1h,Normal,continuation,1,3.5,4,72,12.06,8.25,9.52
ETHUSDT,1h,Normal,reversal,0,1.5,0,66,-4.5,-8.08,-6.89
ETHUSDT,1h,Normal,reversal,0,1.5,1,61,-1.84,-6.96,-5.25
ETHUSDT,1h,Normal,reversal,0,1.5,2,57,3.12,-0.06,1.0
ETHUSDT,1h,Normal,reversal,0,1.5,3,70,-6.41,-9.61,-8.54
ETHUSDT,1h,Normal,reversal,0,1.5,4,61,-2.91,-6.3,-5.17
ETHUSDT,1h,Normal,reversal,0,2.5,0,54,-6.47,-9.32,-8.37
ETHUSDT,1h,Normal,reversal,0,2.5,1,58,-3.25,-8.09,-6.48
ETHUSDT,1h,Normal,reversal,0,2.5,2,55,5.81,2.75,3.77
ETHUSDT,1h,Normal,reversal,0,2.5,3,64,-4.75,-7.59,-6.64
ETHUSDT,1h,Normal,reversal,0,2.5,4,56,-2.72,-5.86,-4.81
ETHUSDT,1h,Normal,reversal,0,3.5,0,47,-5.78,-8.23,-7.41
ETHUSDT,1h,Normal,reversal,0,3.5,1,46,-2.5,-6.23,-4.98
ETHUSDT,1h,Normal,reversal,0,3.5,2,51,10.25,7.43,8.37
ETHUSDT,1h,Normal,reversal,0,3.5,3,63,-5.53,-8.31,-7.39
ETHUSDT,1h,Normal,reversal,0,3.5,4,55,0.75,-2.33,-1.3
ETHUSDT,1h,Normal,reversal,1,1.5,0,37,-1.38,-3.27,-2.64
ETHUSDT,1h,Normal,reversal,1,1.5,1,33,-1.41,-4.36,-3.37
ETHUSDT,1h,Normal,reversal,1,1.5,2,24,1.31,0.04,0.47
ETHUSDT,1h,Normal,reversal,1,1.5,3,37,-0.03,-1.7,-1.15
ETHUSDT,1h,Normal,reversal,1,1.5,4,26,-0.31,-1.95,-1.4
ETHUSDT,1h,Normal,reversal,1,2.5,0,29,2.94,1.38,1.9
ETHUSDT,1h,Normal,reversal,1,2.5,1,33,-1.78,-4.73,-3.75
ETHUSDT,1h,Normal,reversal,1,2.5,2,24,5.5,4.23,4.65
ETHUSDT,1h,Normal,reversal,1,2.5,3,34,3.16,1.68,2.17
ETHUSDT,1h,Normal,reversal,1,2.5,4,26,-2.0,-3.63,-3.09
ETHUSDT,1h,Normal,reversal,1,3.5,0,27,2.28,0.81,1.3
ETHUSDT,1h,Normal,reversal,1,3.5,1,28,-1.84,-4.25,-3.45
ETHUSDT,1h,Normal,reversal,1,3.5,2,24,6.34,5.08,5.5
ETHUSDT,1h,Normal,reversal,1,3.5,3,33,0.44,-1.0,-0.52
ETHUSDT,1h,Normal,reversal,1,3.5,4,25,-2.09,-3.68,-3.15
ETHUSDT,1h,VeryHigh,continuation,0,1.5,0,102,-7.81,-13.42,-11.55
ETHUSDT,1h,VeryHigh,continuation,0,1.5,1,99,-1.97,-10.5,-7.65
ETHUSDT,1h,VeryHigh,continuation,0,1.5,2,96,2.62,-2.65,-0.89
ETHUSDT,1h,VeryHigh,continuation,0,1.5,3,92,-5.62,-10.06,-8.58
ETHUSDT,1h,VeryHigh,continuation,0,1.5,4,90,-2.91,-7.84,-6.2
ETHUSDT,1h,VeryHigh,continuation,0,2.5,0,73,-5.53,-9.02,-7.85
ETHUSDT,1h,VeryHigh,continuation,0,2.5,1,80,-2.0,-8.4,-6.27
ETHUSDT,1h,VeryHigh,continuation,0,2.5,2,73,7.56,3.67,4.97
ETHUSDT,1h,VeryHigh,continuation,0,2.5,3,71,-3.44,-6.84,-5.71
ETHUSDT,1h,VeryHigh,continuation,0,2.5,4,77,-6.28,-10.44,-9.06
ETHUSDT,1h,VeryHigh,continuation,0,3.5,0,61,-8.88,-11.8,-10.82
ETHUSDT,1h,VeryHigh,continuation,0,3.5,1,66,-0.59,-5.84,-4.09
ETHUSDT,1h,VeryHigh,continuation,0,3.5,2,73,3.41,-0.51,0.79
ETHUSDT,1h,VeryHigh,continuation,0,3.5,3,63,-3.56,-6.58,-5.57
ETHUSDT,1h,VeryHigh,continuation,0,3.5,4,74,-9.69,-13.65,-12.33
ETHUSDT,1h,VeryHigh,continuation,1,1.5,0,82,-4.47,-8.87,-7.4
ETHUSDT,1h,VeryHigh,continuation,1,1.5,1,70,-0.72,-6.68,-4.69
ETHUSDT,1h,VeryHigh,continuation,1,1.5,2,85,0.44,-4.26,-2.69
ETHUSDT,1h,VeryHigh,continuation,1,1.5,3,82,-12.09,-16.09,-14.76
ETHUSDT,1h,VeryHigh,continuation,1,1.5,4,79,0.94,-3.62,-2.1
ETHUSDT,1h,VeryHigh,continuation,1,2.5,0,63,-4.16,-7.26,-6.22
ETHUSDT,1h,VeryHigh,continuation,1,2.5,1,62,1.78,-3.25,-1.57
ETHUSDT,1h,VeryHigh,continuation,1,2.5,2,71,9.69,5.78,7.09
ETHUSDT,1h,VeryHigh,continuation,1,2.5,3,61,-6.0,-8.88,-7.92
ETHUSDT,1h,VeryHigh,continuation,1,2.5,4,68,4.06,0.2,1.48
ETHUSDT,1h,VeryHigh,continuation,1,3.5,0,56,-12.91,-15.71,-14.78
ETHUSDT,1h,VeryHigh,continuation,1,3.5,1,50,7.78,4.18,5.38
ETHUSDT,1h,VeryHigh,continuation,1,3.5,2,63,8.53,5.1,6.24
ETHUSDT,1h,VeryHigh,continuation,1,3.5,3,55,-7.19,-9.77,-8.91
ETHUSDT,1h,VeryHigh,continuation,1,3.5,4,65,1.56,-2.11,-0.88
ETHUSDT,1h,VeryHigh,reversal,0,1.5,0,30,5.38,3.71,4.27
ETHUSDT,1h,VeryHigh,reversal,0,1.5,1,32,-5.31,-7.75,-6.94
ETHUSDT,1h,VeryHigh,reversal,0,1.5,2,28,12.62,11.05,11.58
ETHUSDT,1h,VeryHigh,reversal,0,1.5,3,31,1.34,-0.09,0.39
ETHUSDT,1h,VeryHigh,reversal,0,1.5,4,34,2.81,0.61,1.35
ETHUSDT,1h,VeryHigh,reversal,0,2.5,0,29,4.69,3.15,3.66
ETHUSDT,1h,VeryHigh,reversal,0,2.5,1,32,-3.69,-6.13,-5.32
ETHUSDT,1h,VeryHigh,reversal,0,2.5,2,27,13.03,11.57,12.06
ETHUSDT,1h,VeryHigh,reversal,0,2.5,3,31,0.53,-0.9,-0.42
ETHUSDT,1h,VeryHigh,reversal,0,2.5,4,34,2.44,0.24,0.97
ETHUSDT,1h,VeryHigh,reversal,0,3.5,0,27,7.53,6.1,6.58
ETHUSDT,1h,VeryHigh,reversal,0,3.5,1,29,0.94,-1.23,-0.51
ETHUSDT,1h,VeryHigh,reversal,0,3.5,2,22,11.84,10.61,11.02
ETHUSDT,1h,VeryHigh,reversal,0,3.5,3,31,2.38,0.95,1.42
ETHUSDT,1h,VeryHigh,reversal,0,3.5,4,34,2.84,0.65,1.38
ETHUSDT,1h,VeryHigh,reversal,1,1.5,0,7,2.22,1.9,2.01
ETHUSDT,1h,VeryHigh,reversal,1,1.5,1,17,-1.62,-2.89,-2.47
ETHUSDT,1h,VeryHigh,reversal,1,1.5,2,6,5.0,4.64,4.76
ETHUSDT,1h,VeryHigh,reversal,1,1.5,3,14,5.59,4.9,5.13
ETHUSDT,1h,VeryHigh,reversal,1,1.5,4,12,-2.31,-3.0,-2.77
ETHUSDT,1h,VeryHigh,reversal,1,2.5,0,7,2.78,2.47,2.57
ETHUSDT,1h,VeryHigh,reversal,1,2.5,1,17,0.16,-1.11,-0.69
ETHUSDT,1h,VeryHigh,reversal,1,2.5,2,6,4.75,4.39,4.51
ETHUSDT,1h,VeryHigh,reversal,1,2.5,3,14,2.78,2.09,2.32
ETHUSDT,1h,VeryHigh,reversal,1,2.5,4,12,-0.78,-1.47,-1.24
ETHUSDT,1h,VeryHigh,reversal,1,3.5,0,7,4.19,3.87,3.98
ETHUSDT,1h,VeryHigh,reversal,1,3.5,1,17,2.41,1.14,1.56
ETHUSDT,1h,VeryHigh,reversal,1,3.5,2,6,5.66,5.29,5.42
ETHUSDT,1h,VeryHigh,reversal,1,3.5,3,14,1.38,0.68,0.91
ETHUSDT,1h,VeryHigh,reversal,1,3.5,4,12,1.22,0.52,0.76
ETHUSDT,4h,Normal,continuation,0,1.5,0,26,-1.34,-2.05,-1.82
ETHUSDT,4h,Normal,continuation,0,1.5,1,28,-2.19,-3.17,-2.84
ETHUSDT,4h,Normal,continuation,0,1.5,2,30,0.62,-0.14,0.12
ETHUSDT,4h,Normal,continuation,0,1.5,3,26,-3.72,-4.3,-4.11
ETHUSDT,4h,Normal,continuation,0,1.5,4,26,1.12,0.45,0.68
ETHUSDT,4h,Normal,continuation,0,2.5,0,18,3.81,3.4,3.53
ETHUSDT,4h,Normal,continuation,0,2.5,1,22,-2.44,-3.15,-2.91
ETHUSDT,4h,Normal,continuation,0,2.5,2,17,4.41,3.97,4.11
ETHUSDT,4h,Normal,continuation,0,2.5,3,22,-6.59,-7.08,-6.92
ETHUSDT,4h,Normal,continuation,0,2.5,4,21,1.97,1.44,1.62
ETHUSDT,4h,Normal,continuation,0,3.5,0,10,-0.12,-0.35,-0.27
ETHUSDT,4h,Normal,continuation,0,3.5,1,13,7.78,7.35,7.5
ETHUSDT,4h,Normal,continuation,0,3.5,2,12,4.91,4.61,4.71
ETHUSDT,4h,Normal,continuation,0,3.5,3,17,-7.62,-7.99,-7.87
ETHUSDT,4h,Normal,continuation,0,3.5,4,16,0.69,0.31,0.44
ETHUSDT,4h,Normal,continuation,1,1.5,0,26,-2.84,-3.57,-3.33
ETHUSDT,4h,Normal,continuation,1,1.5,1,21,2.81,2.03,2.29
ETHUSDT,4h,Normal,continuation,1,1.5,2,27,0.09,-0.61,-0.38
ETHUSDT,4h,Normal,continuation,1,1.5,3,22,2.25,1.74,1.91
ETHUSDT,4h,Normal,continuation,1,1.5,4,22,0.12,-0.45,-0.26
ETHUSDT,4h,Normal,continuation,1,2.5,0,20,1.09,0.61,0.77
ETHUSDT,4h,Normal,continuation,1,2.5,1,16,3.56,3.04,3.21
ETHUSDT,4h,Normal,continuation,1,2.5,2,23,-0.28,-0.88,-0.68
ETHUSDT,4h,Normal,continuation,1,2.5,3,19,2.41,1.97,2.11
ETHUSDT,4h,Normal,continuation,1,2.5,4,19,0.02,-0.47,-0.3
ETHUSDT,4h,Normal,continuation,1,3.5,0,13,-0.62,-0.93,-0.83
ETHUSDT,4h,Normal,continuation,1,3.5,1,9,5.41,5.12,5.21
ETHUSDT,4h,Normal,continuation,1,3.5,2,23,0.09,-0.52,-0.31
ETHUSDT,4h,Normal,continuation,1,3.5,3,15,2.38,2.02,2.14
ETHUSDT,4h,Normal,continuation,1,3.5,4,14,-0.54,-0.89,-0.78
ETHUSDT,4h,Normal,reversal,0,1.5,0,13,0.94,0.6,0.71
ETHUSDT,4h,Normal,reversal,0,1.5,1,9,3.75,3.42,3.53
ETHUSDT,4h,Normal,reversal,0,1.5,2,16,0.31,-0.1,0.04
ETHUSDT,4h,Normal,reversal,0,1.5,3,8,3.69,3.5,3.56
ETHUSDT,4h,Normal,reversal,0,1.5,4,11,-1.25,-1.52,-1.43
ETHUSDT,4h,Normal,reversal,0,2.5,0,10,-1.16,-1.38,-1.3
ETHUSDT,4h,Normal,reversal,0,2.5,1,9,5.91,5.58,5.69
ETHUSDT,4h,Normal,reversal,0,2.5,2,15,-3.25,-3.62,-3.5
ETHUSDT,4h,Normal,reversal,0,2.5,3,8,3.88,3.68,3.75
ETHUSDT,4h,Normal,reversal,0,2.5,4,11,-2.81,-3.08,-2.99
ETHUSDT,4h,Normal,reversal,0,3.5,0,10,-4.72,-4.94,-4.87
ETHUSDT,4h,Normal,reversal,0,3.5,1,6,5.66,5.43,5.5
ETHUSDT,4h,Normal,reversal,0,3.5,2,15,-5.12,-5.5,-5.37
ETHUSDT,4h,Normal,reversal,0,3.5,3,7,1.03,0.87,0.92
ETHUSDT,4h,Normal,reversal,0,3.5,4,10,-2.66,-2.9,-2.82
ETHUSDT,4h,Normal,reversal,1,1.5,0,7,-1.22,-1.38,-1.32
ETHUSDT,4h,Normal,reversal,1,1.5,1,5,1.16,0.99,1.04
ETHUSDT,4h,Normal,reversal,1,1.5,2,8,-0.28,-0.47,-0.41
ETHUSDT,4h,Normal,reversal,1,1.5,3,3,1.22,1.14,1.17
ETHUSDT,4h,Normal,reversal,1,1.5,4,6,-1.72,-1.86,-1.81
ETHUSDT,4h,Normal,reversal,1,2.5,0,7,-1.94,-2.09,-2.04
ETHUSDT,4h,Normal,reversal,1,2.5,1,5,2.69,2.52,2.57
ETHUSDT,4h,Normal,reversal,1,2.5,2,8,-1.56,-1.75,-1.69
ETHUSDT,4h,Normal,reversal,1,2.5,3,3,1.25,1.17,1.2
ETHUSDT,4h,Normal,reversal,1,2.5,4,6,-3.03,-3.17,-3.12
ETHUSDT,4h,Normal,reversal,1,3.5,0,7,-3.78,-3.94,-3.89
ETHUSDT,4h,Normal,reversal,1,3.5,1,4,4.44,4.29,4.34
ETHUSDT,4h,Normal,reversal,1,3.5,2,8,-2.25,-2.44,-2.38
ETHUSDT,4h,Normal,reversal,1,3.5,3,3,1.34,1.26,1.29
ETHUSDT,4h,Normal,reversal,1,3.5,4,6,-2.34,-2.48,-2.44
ETHUSDT,4h,VeryHigh,continuation,0,1.5,0,27,-2.28,-3.03,-2.78
ETHUSDT,4h,VeryHigh,continuation,0,1.5,1,21,6.97,6.16,6.43
ETHUSDT,4h,VeryHigh,continuation,0,1.5,2,26,3.19,2.54,2.75
ETHUSDT,4h,VeryHigh,continuation,0,1.5,3,19,3.34,2.88,3.04
ETHUSDT,4h,VeryHigh,continuation,0,1.5,4,28,2.62,1.85,2.11
ETHUSDT,4h,VeryHigh,continuation,0,2.5,0,18,3.5,3.08,3.22
ETHUSDT,4h,VeryHigh,continuation,0,2.5,1,12,4.12,3.75,3.87
ETHUSDT,4h,VeryHigh,continuation,0,2.5,2,21,-0.59,-1.1,-0.93
ETHUSDT,4h,VeryHigh,continuation,0,2.5,3,17,5.28,4.87,5.01
ETHUSDT,4h,VeryHigh,continuation,0,2.5,4,19,-0.75,-1.21,-1.06
ETHUSDT,4h,VeryHigh,continuation,0,3.5,0,16,-4.09,-4.49,-4.36
ETHUSDT,4h,VeryHigh,continuation,0,3.5,1,12,3.56,3.17,3.3
ETHUSDT,4h,VeryHigh,continuation,0,3.5,2,21,-0.16,-0.66,-0.49
ETHUSDT,4h,VeryHigh,continuation,0,3.5,3,12,8.31,8.02,8.12
ETHUSDT,4h,VeryHigh,continuation,0,3.5,4,19,-1.19,-1.64,-1.49
ETHUSDT,4h,VeryHigh,continuation,1,1.5,0,20,-4.16,-4.74,-4.54
ETHUSDT,4h,VeryHigh,continuation,1,1.5,1,15,2.66,2.07,2.27
ETHUSDT,4h,VeryHigh,continuation,1,1.5,2,23,3.12,2.56,2.75
ETHUSDT,4h,VeryHigh,continuation,1,1.5,3,18,4.69,4.24,4.39
ETHUSDT,4h,VeryHigh,continuation,1,1.5,4,21,2.25,1.64,1.85
ETHUSDT,4h,VeryHigh,continuation,1,2.5,0,17,-3.59,-4.09,-3.93
ETHUSDT,4h,VeryHigh,continuation,1,2.5,1,12,2.84,2.39,2.54
ETHUSDT,4h,VeryHigh,continuation,1,2.5,2,20,-0.56,-1.03,-0.87
ETHUSDT,4h,VeryHigh,continuation,1,2.5,3,16,6.28,5.88,6.01
ETHUSDT,4h,VeryHigh,continuation,1,2.5,4,18,0.15,-0.35,-0.18
ETHUSDT,4h,VeryHigh,continuation,1,3.5,0,16,-5.22,-5.69,-5.53
ETHUSDT,4h,VeryHigh,continuation,1,3.5,1,11,0.22,-0.14,-0.02
ETHUSDT,4h,VeryHigh,continuation,1,3.5,2,20,0.38,-0.09,0.06
ETHUSDT,4h,VeryHigh,continuation,1,3.5,3,12,8.31,8.02,8.12
ETHUSDT,4h,VeryHigh,continuation,1,3.5,4,18,1.14,0.64,0.81
ETHUSDT,4h,VeryHigh,reversal,0,1.5,0,9,2.06,1.85,1.92
ETHUSDT,4h,VeryHigh,reversal,0,1.5,1,5,3.09,2.89,2.96
ETHUSDT,4h,VeryHigh,reversal,0,1.5,2,12,-0.44,-0.76,-0.65
ETHUSDT,4h,VeryHigh,reversal,0,1.5,3,6,0.94,0.78,0.84
ETHUSDT,4h,VeryHigh,reversal,0,1.5,4,7,0.12,-0.07,-0.0
ETHUSDT,4h,VeryHigh,reversal,0,2.5,0,9,0.56,0.35,0.42
ETHUSDT,4h,VeryHigh,reversal,0,2.5,1,4,2.81,2.68,2.73
ETHUSDT,4h,VeryHigh,reversal,0,2.5,2,12,-1.72,-2.04,-1.93
ETHUSDT,4h,VeryHigh,reversal,0,2.5,3,6,1.22,1.06,1.12
ETHUSDT,4h,VeryHigh,reversal,0,2.5,4,6,-0.78,-0.93,-0.88
ETHUSDT,4h,VeryHigh,reversal,0,3.5,0,9,0.62,0.41,0.48
ETHUSDT,4h,VeryHigh,reversal,0,3.5,1,4,3.53,3.4,3.44
ETHUSDT,4h,VeryHigh,reversal,0,3.5,2,12,-1.03,-1.35,-1.25
ETHUSDT,4h,VeryHigh,reversal,0,3.5,3,6,2.0,1.84,1.9
ETHUSDT,4h,VeryHigh,reversal,0,3.5,4,6,-1.19,-1.34,-1.29
ETHUSDT,4h,VeryHigh,reversal,1,1.5,0,5,1.16,0.97,1.03
ETHUSDT,4h,VeryHigh,reversal,1,1.5,1,3,0.88,0.73,0.78
ETHUSDT,4h,VeryHigh,reversal,1,1.5,2,5,0.44,0.3,0.35
ETHUSDT,4h,VeryHigh,reversal,1,1.5,3,3,0.88,0.8,0.82
ETHUSDT,4h,VeryHigh,reversal,1,1.5,4,2,-2.0,-2.06,-2.04
ETHUSDT,4h,VeryHigh,reversal,1,2.5,0,5,1.09,0.9,0.97
ETHUSDT,4h,VeryHigh,reversal,1,2.5,1,3,2.12,1.98,2.03
ETHUSDT,4h,VeryHigh,reversal,1,2.5,2,5,0.94,0.8,0.85
ETHUSDT,4h,VeryHigh,reversal,1,2.5,3,3,2.12,2.05,2.07
ETHUSDT,4h,VeryHigh,reversal,1,2.5,4,2,-2.0,-2.06,-2.04
ETHUSDT,4h,VeryHigh,reversal,1,3.5,0,5,2.53,2.34,2.41
ETHUSDT,4h,VeryHigh,reversal,1,3.5,1,3,3.38,3.22,3.27
ETHUSDT,4h,VeryHigh,reversal,1,3.5,2,5,2.31,2.18,2.22
ETHUSDT,4h,VeryHigh,reversal,1,3.5,3,3,3.38,3.3,3.32
ETHUSDT,4h,VeryHigh,reversal,1,3.5,4,2,-2.0,-2.06,-2.04
SOLUSDT,15m,Normal,continuation,0,1.5,0,446,16.19,-17.56,-6.31
SOLUSDT,15m,Normal,continuation,0,1.5,1,437,26.06,-10.3,1.82
SOLUSDT,15m,Normal,continuation,0,1.5,2,470,-12.28,-48.57,-36.47
SOLUSDT,15m,Normal,continuation,0,1.5,3,467,12.94,-26.07,-13.07
SOLUSDT,15m,Normal,continuation,0,1.5,4,448,9.27,-36.38,-21.17
SOLUSDT,15m,Normal,continuation,0,2.5,0,356,16.16,-10.86,-1.86
SOLUSDT,15m,Normal,continuation,0,2.5,1,339,31.16,4.15,13.15
SOLUSDT,15m,Normal,continuation,0,2.5,2,350,-2.84,-29.67,-20.73
SOLUSDT,15m,Normal,continuation,0,2.5,3,343,15.88,-12.12,-2.79
SOLUSDT,15m,Normal,continuation,0,2.5,4,334,24.27,-10.43,1.14
SOLUSDT,15m,Normal,continuation,0,3.5,0,286,-0.03,-21.4,-14.28
SOLUSDT,15m,Normal,continuation,0,3.5,1,290,39.56,17.37,24.77
SOLUSDT,15m,Normal,continuation,0,3.5,2,227,-2.41,-18.22,-12.95
SOLUSDT,15m,Normal,continuation,0,3.5,3,270,15.72,-5.87,1.33
SOLUSDT,15m,Normal,continuation,0,3.5,4,260,15.39,-10.22,-1.68
SOLUSDT,15m,Normal,continuation,1,1.5,0,348,7.94,-18.28,-9.54
SOLUSDT,15m,Normal,continuation,1,1.5,1,374,33.69,1.6,12.29
SOLUSDT,15m,Normal,continuation,1,1.5,2,381,3.16,-26.97,-16.93
SOLUSDT,15m,Normal,continuation,1,1.5,3,379,29.34,-2.61,8.04
SOLUSDT,15m,Normal,continuation,1,1.5,4,357,-2.6,-40.49,-27.86
SOLUSDT,15m,Normal,continuation,1,2.5,0,286,14.31,-6.99,0.11
SOLUSDT,15m,Normal,continuation,1,2.5,1,308,7.41,-18.87,-10.11
SOLUSDT,15m,Normal,continuation,1,2.5,2,295,0.56,-22.13,-14.56
SOLUSDT,15m,Normal,continuation,1,2.5,3,298,31.72,6.49,14.9
SOLUSDT,15m,Normal,continuation,1,2.5,4,287,6.3,-24.49,-14.22
SOLUSDT,15m,Normal,continuation,1,3.5,0,239,19.62,2.62,8.29
SOLUSDT,15m,Normal,continuation,1,3.5,1,267,9.03,-14.22,-6.47
SOLUSDT,15m,Normal,continuation,1,3.5,2,172,19.59,7.73,11.68
SOLUSDT,15m,Normal,continuation,1,3.5,3,238,27.78,8.0,14.59
SOLUSDT,15m,Normal,continuation,1,3.5,4,236,9.15,-16.19,-7.74
SOLUSDT,15m,Normal,reversal,0,1.5,0,200,18.56,3.84,8.74
SOLUSDT,15m,Normal,reversal,0,1.5,1,230,14.97,-4.96,1.68
SOLUSDT,15m,Normal,reversal,0,1.5,2,213,10.06,-6.67,-1.09
SOLUSDT,15m,Normal,reversal,0,1.5,3,234,16.59,-3.17,3.42
SOLUSDT,15m,Normal,reversal,0,1.5,4,209,7.31,-13.29,-6.43
SOLUSDT,15m,Normal,reversal,0,2.5,0,186,17.09,3.63,8.12
SOLUSDT,15m,Normal,reversal,0,2.5,1,205,17.81,-0.24,5.78
SOLUSDT,15m,Normal,reversal,0,2.5,2,188,19.69,5.22,10.04
SOLUSDT,15m,Normal,reversal,0,2.5,3,213,11.62,-6.0,-0.12
SOLUSDT,15m,Normal,reversal,0,2.5,4,191,-5.16,-23.88,-17.64
SOLUSDT,15m,Normal,reversal,0,3.5,0,168,18.56,6.07,10.24
SOLUSDT,15m,Normal,reversal,0,3.5,1,180,18.16,2.37,7.63
SOLUSDT,15m,Normal,reversal,0,3.5,2,169,26.09,12.98,17.35
SOLUSDT,15m,Normal,reversal,0,3.5,3,190,28.78,13.15,18.36
SOLUSDT,15m,Normal,reversal,0,3.5,4,167,10.91,-5.06,0.26
SOLUSDT,15m,Normal,reversal,1,1.5,0,115,12.19,3.0,6.06
SOLUSDT,15m,Normal,reversal,1,1.5,1,131,14.91,2.79,6.83
SOLUSDT,15m,Normal,reversal,1,1.5,2,123,3.16,-6.93,-3.57
SOLUSDT,15m,Normal,reversal,1,1.5,3,127,3.28,-7.4,-3.84
SOLUSDT,15m,Normal,reversal,1,1.5,4,125,6.03,-6.37,-2.23
SOLUSDT,15m,Normal,reversal,1,2.5,0,108,19.69,11.1,13.96
SOLUSDT,15m,Normal,reversal,1,2.5,1,120,13.53,2.51,6.19
SOLUSDT,15m,Normal,reversal,1,2.5,2,119,9.78,0.04,3.29
SOLUSDT,15m,Normal,reversal,1,2.5,3,121,6.25,-4.01,-0.59
SOLUSDT,15m,Normal,reversal,1,2.5,4,119,2.22,-9.63,-5.68
SOLUSDT,15m,Normal,reversal,1,3.5,0,100,24.09,16.23,18.85
SOLUSDT,15m,Normal,reversal,1,3.5,1,111,12.06,2.33,5.57
SOLUSDT,15m,Normal,reversal,1,3.5,2,108,14.22,5.35,8.3
SOLUSDT,15m,Normal,reversal,1,3.5,3,114,8.75,-0.8,2.39
SOLUSDT,15m,Normal,reversal,1,3.5,4,110,0.28,-10.74,-7.06
