coin,tf,preset,mode,macd,RR,window,n,gross,net06,net04
SOLUSDT,15m,VeryHigh,continuation,0,1.5,0,375,3.25,-25.37,-15.83
SOLUSDT,15m,VeryHigh,continuation,0,1.5,1,343,25.12,-4.67,5.26
SOLUSDT,15m,VeryHigh,continuation,0,1.5,2,364,-18.69,-47.35,-37.8
SOLUSDT,15m,VeryHigh,continuation,0,1.5,3,377,21.31,-10.27,0.25
SOLUSDT,15m,VeryHigh,continuation,0,1.5,4,372,16.8,-21.74,-8.9
SOLUSDT,15m,VeryHigh,continuation,0,2.5,0,307,-3.41,-26.41,-18.74
SOLUSDT,15m,VeryHigh,continuation,0,2.5,1,288,14.53,-10.22,-1.97
SOLUSDT,15m,VeryHigh,continuation,0,2.5,2,301,3.22,-19.73,-12.08
SOLUSDT,15m,VeryHigh,continuation,0,2.5,3,318,9.69,-16.33,-7.65
SOLUSDT,15m,VeryHigh,continuation,0,2.5,4,316,7.02,-24.96,-14.3
SOLUSDT,15m,VeryHigh,continuation,0,3.5,0,225,2.19,-13.12,-8.02
SOLUSDT,15m,VeryHigh,continuation,0,3.5,1,236,15.41,-5.18,1.68
SOLUSDT,15m,VeryHigh,continuation,0,3.5,2,230,11.28,-5.88,-0.16
SOLUSDT,15m,VeryHigh,continuation,0,3.5,3,235,21.22,2.12,8.48
SOLUSDT,15m,VeryHigh,continuation,0,3.5,4,273,6.24,-20.89,-11.85
SOLUSDT,15m,VeryHigh,continuation,1,1.5,0,300,-1.81,-24.52,-16.95
SOLUSDT,15m,VeryHigh,continuation,1,1.5,1,275,18.19,-5.87,2.15
SOLUSDT,15m,VeryHigh,continuation,1,1.5,2,291,-7.41,-30.89,-23.06
SOLUSDT,15m,VeryHigh,continuation,1,1.5,3,296,3.0,-21.82,-13.55
SOLUSDT,15m,VeryHigh,continuation,1,1.5,4,299,4.8,-27.04,-16.42
SOLUSDT,15m,VeryHigh,continuation,1,2.5,0,268,-3.31,-23.73,-16.92
SOLUSDT,15m,VeryHigh,continuation,1,2.5,1,239,9.22,-11.59,-4.66
SOLUSDT,15m,VeryHigh,continuation,1,2.5,2,242,9.81,-9.27,-2.91
SOLUSDT,15m,VeryHigh,continuation,1,2.5,3,244,-3.06,-23.22,-16.5
SOLUSDT,15m,VeryHigh,continuation,1,2.5,4,271,1.36,-27.5,-17.88
SOLUSDT,15m,VeryHigh,continuation,1,3.5,0,239,5.53,-11.89,-6.09
SOLUSDT,15m,VeryHigh,continuation,1,3.5,1,216,6.59,-12.55,-6.17
SOLUSDT,15m,VeryHigh,continuation,1,3.5,2,199,17.53,2.45,7.48
SOLUSDT,15m,VeryHigh,continuation,1,3.5,3,199,-2.25,-18.74,-13.24
SOLUSDT,15m,VeryHigh,continuation,1,3.5,4,240,0.21,-25.36,-16.83
SOLUSDT,15m,VeryHigh,reversal,0,1.5,0,127,14.75,4.75,8.08
SOLUSDT,15m,VeryHigh,reversal,0,1.5,1,119,12.09,2.33,5.58
SOLUSDT,15m,VeryHigh,reversal,0,1.5,2,110,11.84,2.82,5.83
SOLUSDT,15m,VeryHigh,reversal,0,1.5,3,130,17.59,6.99,10.53
SOLUSDT,15m,VeryHigh,reversal,0,1.5,4,125,-8.59,-21.21,-17.0
SOLUSDT,15m,VeryHigh,reversal,0,2.5,0,125,20.38,10.56,13.83
SOLUSDT,15m,VeryHigh,reversal,0,2.5,1,107,17.53,9.22,11.99
SOLUSDT,15m,VeryHigh,reversal,0,2.5,2,108,18.31,9.51,12.44
SOLUSDT,15m,VeryHigh,reversal,0,2.5,3,120,12.59,2.94,6.16
SOLUSDT,15m,VeryHigh,reversal,0,2.5,4,124,-9.69,-22.18,-18.01
SOLUSDT,15m,VeryHigh,reversal,0,3.5,0,121,23.03,13.59,16.74
SOLUSDT,15m,VeryHigh,reversal,0,3.5,1,96,25.19,17.98,20.38
SOLUSDT,15m,VeryHigh,reversal,0,3.5,2,107,25.19,16.42,19.34
SOLUSDT,15m,VeryHigh,reversal,0,3.5,3,112,9.09,0.14,3.12
SOLUSDT,15m,VeryHigh,reversal,0,3.5,4,114,-7.84,-19.39,-15.54
SOLUSDT,15m,VeryHigh,reversal,1,1.5,0,48,-1.09,-4.79,-3.56
SOLUSDT,15m,VeryHigh,reversal,1,1.5,1,36,2.19,-0.92,0.12
SOLUSDT,15m,VeryHigh,reversal,1,1.5,2,39,-0.56,-3.86,-2.76
SOLUSDT,15m,VeryHigh,reversal,1,1.5,3,34,9.69,7.01,7.9
SOLUSDT,15m,VeryHigh,reversal,1,1.5,4,46,-0.25,-4.66,-3.19
SOLUSDT,15m,VeryHigh,reversal,1,2.5,0,47,1.28,-2.33,-1.12
SOLUSDT,15m,VeryHigh,reversal,1,2.5,1,35,1.44,-1.54,-0.55
SOLUSDT,15m,VeryHigh,reversal,1,2.5,2,39,0.62,-2.67,-1.57
SOLUSDT,15m,VeryHigh,reversal,1,2.5,3,34,6.62,3.95,4.84
SOLUSDT,15m,VeryHigh,reversal,1,2.5,4,46,-2.0,-6.4,-4.94
SOLUSDT,15m,VeryHigh,reversal,1,3.5,0,46,2.66,-0.85,0.32
SOLUSDT,15m,VeryHigh,reversal,1,3.5,1,35,4.56,1.58,2.58
SOLUSDT,15m,VeryHigh,reversal,1,3.5,2,39,0.28,-3.01,-1.91
SOLUSDT,15m,VeryHigh,reversal,1,3.5,3,33,1.38,-1.19,-0.34
SOLUSDT,15m,VeryHigh,reversal,1,3.5,4,43,-2.97,-7.13,-5.74
SOLUSDT,1h,Normal,continuation,0,1.5,0,107,-0.5,-4.44,-3.13
SOLUSDT,1h,Normal,continuation,0,1.5,1,106,19.06,15.0,16.35
SOLUSDT,1h,Normal,continuation,0,1.5,2,114,4.69,0.2,1.7
SOLUSDT,1h,Normal,continuation,0,1.5,3,115,-7.62,-12.02,-10.55
SOLUSDT,1h,Normal,continuation,0,1.5,4,112,10.5,5.37,7.08
SOLUSDT,1h,Normal,continuation,0,2.5,0,69,-5.75,-8.1,-7.32
SOLUSDT,1h,Normal,continuation,0,2.5,1,78,10.66,7.86,8.79
SOLUSDT,1h,Normal,continuation,0,2.5,2,81,13.25,10.2,11.22
SOLUSDT,1h,Normal,continuation,0,2.5,3,106,-12.69,-16.68,-15.35
SOLUSDT,1h,Normal,continuation,0,2.5,4,95,2.7,-1.57,-0.15
SOLUSDT,1h,Normal,continuation,0,3.5,0,60,-5.06,-7.17,-6.47
SOLUSDT,1h,Normal,continuation,0,3.5,1,59,7.03,5.21,5.81
SOLUSDT,1h,Normal,continuation,0,3.5,2,71,-3.66,-6.4,-5.48
SOLUSDT,1h,Normal,continuation,0,3.5,3,73,-1.91,-4.52,-3.65
SOLUSDT,1h,Normal,continuation,0,3.5,4,72,-1.27,-4.4,-3.35
SOLUSDT,1h,Normal,continuation,1,1.5,0,92,3.75,0.33,1.47
SOLUSDT,1h,Normal,continuation,1,1.5,1,86,12.5,9.06,10.21
SOLUSDT,1h,Normal,continuation,1,1.5,2,89,7.19,3.67,4.84
SOLUSDT,1h,Normal,continuation,1,1.5,3,94,-3.69,-7.32,-6.11
SOLUSDT,1h,Normal,continuation,1,1.5,4,96,-2.6,-7.23,-5.68
SOLUSDT,1h,Normal,continuation,1,2.5,0,67,2.16,-0.16,0.61
SOLUSDT,1h,Normal,continuation,1,2.5,1,67,9.88,7.32,8.17
SOLUSDT,1h,Normal,continuation,1,2.5,2,78,10.78,7.77,8.77
SOLUSDT,1h,Normal,continuation,1,2.5,3,82,-5.25,-8.37,-7.33
SOLUSDT,1h,Normal,continuation,1,2.5,4,81,-9.66,-13.44,-12.18
SOLUSDT,1h,Normal,continuation,1,3.5,0,56,5.25,3.38,4.0
SOLUSDT,1h,Normal,continuation,1,3.5,1,52,6.25,4.52,5.1
SOLUSDT,1h,Normal,continuation,1,3.5,2,65,6.56,4.03,4.88
SOLUSDT,1h,Normal,continuation,1,3.5,3,64,0.44,-1.94,-1.15
SOLUSDT,1h,Normal,continuation,1,3.5,4,68,-8.48,-11.56,-10.53
SOLUSDT,1h,Normal,reversal,0,1.5,0,61,-1.19,-3.38,-2.65
SOLUSDT,1h,Normal,reversal,0,1.5,1,53,1.53,-0.38,0.26
SOLUSDT,1h,Normal,reversal,0,1.5,2,46,8.03,6.39,6.93
SOLUSDT,1h,Normal,reversal,0,1.5,3,62,-5.06,-7.58,-6.74
SOLUSDT,1h,Normal,reversal,0,1.5,4,62,-6.59,-9.75,-8.7
SOLUSDT,1h,Normal,reversal,0,2.5,0,50,6.72,5.02,5.59
SOLUSDT,1h,Normal,reversal,0,2.5,1,48,-0.19,-1.85,-1.29
SOLUSDT,1h,Normal,reversal,0,2.5,2,41,7.94,6.52,6.99
SOLUSDT,1h,Normal,reversal,0,2.5,3,56,-5.91,-8.18,-7.42
SOLUSDT,1h,Normal,reversal,0,2.5,4,57,-7.94,-10.76,-9.82
SOLUSDT,1h,Normal,reversal,0,3.5,0,39,11.69,10.4,10.83
SOLUSDT,1h,Normal,reversal,0,3.5,1,41,1.25,-0.05,0.38
SOLUSDT,1h,Normal,reversal,0,3.5,2,29,4.84,3.86,4.19
SOLUSDT,1h,Normal,reversal,0,3.5,3,56,-3.47,-5.75,-4.99
SOLUSDT,1h,Normal,reversal,0,3.5,4,52,-14.38,-16.91,-16.07
SOLUSDT,1h,Normal,reversal,1,1.5,0,23,0.91,-0.04,0.28
SOLUSDT,1h,Normal,reversal,1,1.5,1,27,1.28,0.25,0.59
SOLUSDT,1h,Normal,reversal,1,1.5,2,24,6.56,5.71,6.0
SOLUSDT,1h,Normal,reversal,1,1.5,3,36,5.16,3.67,4.17
SOLUSDT,1h,Normal,reversal,1,1.5,4,26,-0.09,-1.47,-1.01
SOLUSDT,1h,Normal,reversal,1,2.5,0,21,2.09,1.25,1.53
SOLUSDT,1h,Normal,reversal,1,2.5,1,26,-1.44,-2.4,-2.08
SOLUSDT,1h,Normal,reversal,1,2.5,2,23,9.88,9.06,9.33
SOLUSDT,1h,Normal,reversal,1,2.5,3,33,3.53,2.17,2.62
SOLUSDT,1h,Normal,reversal,1,2.5,4,23,-1.72,-2.93,-2.53
SOLUSDT,1h,Normal,reversal,1,3.5,0,19,0.91,0.17,0.42
SOLUSDT,1h,Normal,reversal,1,3.5,1,25,-4.62,-5.52,-5.22
SOLUSDT,1h,Normal,reversal,1,3.5,2,20,9.91,9.22,9.45
SOLUSDT,1h,Normal,reversal,1,3.5,3,33,4.69,3.32,3.78
SOLUSDT,1h,Normal,reversal,1,3.5,4,23,-3.53,-4.75,-4.34
SOLUSDT,1h,VeryHigh,continuation,0,1.5,0,88,1.91,-1.16,-0.14
SOLUSDT,1h,VeryHigh,continuation,0,1.5,1,80,3.72,0.81,1.78
SOLUSDT,1h,VeryHigh,continuation,0,1.5,2,90,0.97,-2.44,-1.3
SOLUSDT,1h,VeryHigh,continuation,0,1.5,3,99,-14.66,-18.62,-17.3
SOLUSDT,1h,VeryHigh,continuation,0,1.5,4,101,-4.91,-9.93,-8.26
SOLUSDT,1h,VeryHigh,continuation,0,2.5,0,69,6.5,4.19,4.96
SOLUSDT,1h,VeryHigh,continuation,0,2.5,1,67,4.59,2.4,3.13
SOLUSDT,1h,VeryHigh,continuation,0,2.5,2,76,5.44,2.61,3.55
SOLUSDT,1h,VeryHigh,continuation,0,2.5,3,81,-2.88,-6.13,-5.05
SOLUSDT,1h,VeryHigh,continuation,0,2.5,4,88,-7.48,-11.61,-10.23
SOLUSDT,1h,VeryHigh,continuation,0,3.5,0,49,15.62,14.15,14.64
SOLUSDT,1h,VeryHigh,continuation,0,3.5,1,54,9.78,8.11,8.67
SOLUSDT,1h,VeryHigh,continuation,0,3.5,2,64,2.78,0.41,1.2
SOLUSDT,1h,VeryHigh,continuation,0,3.5,3,59,3.19,0.93,1.68
SOLUSDT,1h,VeryHigh,continuation,0,3.5,4,63,-0.13,-3.04,-2.07
SOLUSDT,1h,VeryHigh,continuation,1,1.5,0,70,0.09,-2.46,-1.61
SOLUSDT,1h,VeryHigh,continuation,1,1.5,1,68,0.12,-2.46,-1.6
SOLUSDT,1h,VeryHigh,continuation,1,1.5,2,78,3.56,0.59,1.58
SOLUSDT,1h,VeryHigh,continuation,1,1.5,3,76,3.22,0.19,1.2
SOLUSDT,1h,VeryHigh,continuation,1,1.5,4,86,-12.6,-16.91,-15.47
SOLUSDT,1h,VeryHigh,continuation,1,2.5,0,64,1.84,-0.44,0.32
SOLUSDT,1h,VeryHigh,continuation,1,2.5,1,56,6.25,4.31,4.96
SOLUSDT,1h,VeryHigh,continuation,1,2.5,2,66,8.12,5.68,6.49
SOLUSDT,1h,VeryHigh,continuation,1,2.5,3,71,8.16,5.32,6.27
SOLUSDT,1h,VeryHigh,continuation,1,2.5,4,76,-13.66,-17.38,-16.14
SOLUSDT,1h,VeryHigh,continuation,1,3.5,0,56,7.97,6.02,6.67
SOLUSDT,1h,VeryHigh,continuation,1,3.5,1,44,11.28,9.84,10.32
SOLUSDT,1h,VeryHigh,continuation,1,3.5,2,50,13.12,11.32,11.92
SOLUSDT,1h,VeryHigh,continuation,1,3.5,3,60,12.88,10.5,11.29
SOLUSDT,1h,VeryHigh,continuation,1,3.5,4,62,-14.13,-16.94,-16.01
SOLUSDT,1h,VeryHigh,reversal,0,1.5,0,37,3.47,2.09,2.55
SOLUSDT,1h,VeryHigh,reversal,0,1.5,1,30,3.94,2.7,3.11
SOLUSDT,1h,VeryHigh,reversal,0,1.5,2,35,7.78,6.37,6.84
SOLUSDT,1h,VeryHigh,reversal,0,1.5,3,26,8.72,7.58,7.96
SOLUSDT,1h,VeryHigh,reversal,0,1.5,4,35,1.69,0.02,0.57
SOLUSDT,1h,VeryHigh,reversal,0,2.5,0,35,1.78,0.47,0.91
SOLUSDT,1h,VeryHigh,reversal,0,2.5,1,30,7.38,6.14,6.55
SOLUSDT,1h,VeryHigh,reversal,0,2.5,2,35,9.28,7.87,8.34
SOLUSDT,1h,VeryHigh,reversal,0,2.5,3,24,11.34,10.31,10.65
SOLUSDT,1h,VeryHigh,reversal,0,2.5,4,35,5.97,4.3,4.85
SOLUSDT,1h,VeryHigh,reversal,0,3.5,0,35,1.88,0.56,1.0
SOLUSDT,1h,VeryHigh,reversal,0,3.5,1,26,4.16,3.15,3.48
SOLUSDT,1h,VeryHigh,reversal,0,3.5,2,34,10.12,8.76,9.21
SOLUSDT,1h,VeryHigh,reversal,0,3.5,3,24,15.91,14.87,15.22
SOLUSDT,1h,VeryHigh,reversal,0,3.5,4,31,6.5,5.04,5.53
SOLUSDT,1h,VeryHigh,reversal,1,1.5,0,12,1.16,0.78,0.91
SOLUSDT,1h,VeryHigh,reversal,1,1.5,1,12,4.81,4.32,4.48
SOLUSDT,1h,VeryHigh,reversal,1,1.5,2,11,4.91,4.44,4.6
SOLUSDT,1h,VeryHigh,reversal,1,1.5,3,9,4.19,3.72,3.88
SOLUSDT,1h,VeryHigh,reversal,1,1.5,4,8,-0.88,-1.26,-1.13
SOLUSDT,1h,VeryHigh,reversal,1,2.5,0,11,1.53,1.19,1.3
SOLUSDT,1h,VeryHigh,reversal,1,2.5,1,12,7.72,7.22,7.39
SOLUSDT,1h,VeryHigh,reversal,1,2.5,2,11,4.88,4.41,4.57
SOLUSDT,1h,VeryHigh,reversal,1,2.5,3,9,5.44,4.97,5.13
SOLUSDT,1h,VeryHigh,reversal,1,2.5,4,8,0.66,0.27,0.4
SOLUSDT,1h,VeryHigh,reversal,1,3.5,0,11,1.12,0.78,0.9
SOLUSDT,1h,VeryHigh,reversal,1,3.5,1,10,6.44,6.07,6.19
SOLUSDT,1h,VeryHigh,reversal,1,3.5,2,10,4.41,3.99,4.13
SOLUSDT,1h,VeryHigh,reversal,1,3.5,3,9,6.53,6.07,6.22
SOLUSDT,1h,VeryHigh,reversal,1,3.5,4,7,0.78,0.44,0.56
SOLUSDT,4h,Normal,continuation,0,1.5,0,20,8.16,7.81,7.93
SOLUSDT,4h,Normal,continuation,0,1.5,1,25,0.19,-0.25,-0.1
SOLUSDT,4h,Normal,continuation,0,1.5,2,28,-0.09,-0.62,-0.45
SOLUSDT,4h,Normal,continuation,0,1.5,3,34,0.97,0.31,0.53
SOLUSDT,4h,Normal,continuation,0,1.5,4,27,-0.15,-0.74,-0.54
SOLUSDT,4h,Normal,continuation,0,2.5,0,12,3.0,2.83,2.89
SOLUSDT,4h,Normal,continuation,0,2.5,1,22,-1.22,-1.61,-1.48
SOLUSDT,4h,Normal,continuation,0,2.5,2,29,-2.19,-2.74,-2.56
SOLUSDT,4h,Normal,continuation,0,2.5,3,28,1.53,1.0,1.18
SOLUSDT,4h,Normal,continuation,0,2.5,4,23,-1.18,-1.66,-1.5
SOLUSDT,4h,Normal,continuation,0,3.5,0,12,3.53,3.37,3.42
SOLUSDT,4h,Normal,continuation,0,3.5,1,19,4.06,3.73,3.84
SOLUSDT,4h,Normal,continuation,0,3.5,2,24,-3.34,-3.78,-3.63
SOLUSDT,4h,Normal,continuation,0,3.5,3,21,-5.88,-6.26,-6.13
SOLUSDT,4h,Normal,continuation,0,3.5,4,19,-1.71,-2.09,-1.96
SOLUSDT,4h,Normal,continuation,1,1.5,0,19,5.72,5.39,5.5
SOLUSDT,4h,Normal,continuation,1,1.5,1,21,3.88,3.48,3.61
SOLUSDT,4h,Normal,continuation,1,1.5,2,21,-2.31,-2.71,-2.58
SOLUSDT,4h,Normal,continuation,1,1.5,3,22,3.59,3.15,3.3
SOLUSDT,4h,Normal,continuation,1,1.5,4,22,0.38,-0.11,0.05
SOLUSDT,4h,Normal,continuation,1,2.5,0,16,4.53,4.27,4.36
SOLUSDT,4h,Normal,continuation,1,2.5,1,18,4.12,3.78,3.89
SOLUSDT,4h,Normal,continuation,1,2.5,2,20,-1.78,-2.16,-2.03
SOLUSDT,4h,Normal,continuation,1,2.5,3,16,1.09,0.79,0.89
SOLUSDT,4h,Normal,continuation,1,2.5,4,20,0.13,-0.31,-0.16
SOLUSDT,4h,Normal,continuation,1,3.5,0,14,3.56,3.35,3.42
SOLUSDT,4h,Normal,continuation,1,3.5,1,15,7.12,6.84,6.94
SOLUSDT,4h,Normal,continuation,1,3.5,2,15,-4.88,-5.13,-5.05
SOLUSDT,4h,Normal,continuation,1,3.5,3,13,-2.0,-2.24,-2.16
SOLUSDT,4h,Normal,continuation,1,3.5,4,18,-3.43,-3.82,-3.69
SOLUSDT,4h,Normal,reversal,0,1.5,0,15,5.03,4.77,4.86
SOLUSDT,4h,Normal,reversal,0,1.5,1,11,-1.78,-1.98,-1.91
SOLUSDT,4h,Normal,reversal,0,1.5,2,16,1.94,1.62,1.72
SOLUSDT,4h,Normal,reversal,0,1.5,3,12,3.56,3.33,3.41
SOLUSDT,4h,Normal,reversal,0,1.5,4,13,3.25,2.94,3.04
SOLUSDT,4h,Normal,reversal,0,2.5,0,3,1.34,1.31,1.32
SOLUSDT,4h,Normal,reversal,0,2.5,1,10,-0.94,-1.13,-1.06
SOLUSDT,4h,Normal,reversal,0,2.5,2,16,5.0,4.68,4.79
SOLUSDT,4h,Normal,reversal,0,2.5,3,9,3.19,3.02,3.07
SOLUSDT,4h,Normal,reversal,0,2.5,4,13,3.66,3.34,3.45
SOLUSDT,4h,Normal,reversal,0,3.5,0,3,0.47,0.43,0.44
SOLUSDT,4h,Normal,reversal,0,3.5,1,8,2.5,2.35,2.4
SOLUSDT,4h,Normal,reversal,0,3.5,2,10,2.59,2.41,2.47
SOLUSDT,4h,Normal,reversal,0,3.5,3,9,4.69,4.52,4.57
SOLUSDT,4h,Normal,reversal,0,3.5,4,11,1.66,1.4,1.49
SOLUSDT,4h,Normal,reversal,1,1.5,0,5,-0.44,-0.52,-0.49
SOLUSDT,4h,Normal,reversal,1,1.5,1,7,-0.06,-0.18,-0.14
SOLUSDT,4h,Normal,reversal,1,1.5,2,8,3.0,2.84,2.9
SOLUSDT,4h,Normal,reversal,1,1.5,3,5,0.53,0.44,0.47
SOLUSDT,4h,Normal,reversal,1,1.5,4,7,3.91,3.75,3.8
SOLUSDT,4h,Normal,reversal,1,2.5,0,2,-0.31,-0.33,-0.33
SOLUSDT,4h,Normal,reversal,1,2.5,1,6,0.5,0.39,0.43
SOLUSDT,4h,Normal,reversal,1,2.5,2,8,4.91,4.75,4.8
SOLUSDT,4h,Normal,reversal,1,2.5,3,5,1.09,1.0,1.03
SOLUSDT,4h,Normal,reversal,1,2.5,4,7,4.13,3.97,4.02
SOLUSDT,4h,Normal,reversal,1,3.5,0,2,-0.84,-0.86,-0.86
SOLUSDT,4h,Normal,reversal,1,3.5,1,5,2.31,2.22,2.25
SOLUSDT,4h,Normal,reversal,1,3.5,2,8,5.25,5.09,5.14
SOLUSDT,4h,Normal,reversal,1,3.5,3,5,1.84,1.75,1.78
SOLUSDT,4h,Normal,reversal,1,3.5,4,7,5.19,5.03,5.08
SOLUSDT,4h,VeryHigh,continuation,0,1.5,0,25,-2.0,-2.43,-2.29
SOLUSDT,4h,VeryHigh,continuation,0,1.5,1,21,1.91,1.48,1.63
SOLUSDT,4h,VeryHigh,continuation,0,1.5,2,24,0.94,0.51,0.65
SOLUSDT,4h,VeryHigh,continuation,0,1.5,3,19,0.5,0.14,0.26
SOLUSDT,4h,VeryHigh,continuation,0,1.5,4,21,-3.36,-3.87,-3.7
SOLUSDT,4h,VeryHigh,continuation,0,2.5,0,22,-1.56,-1.93,-1.81
SOLUSDT,4h,VeryHigh,continuation,0,2.5,1,20,3.5,3.1,3.23
SOLUSDT,4h,VeryHigh,continuation,0,2.5,2,21,4.09,3.73,3.85
SOLUSDT,4h,VeryHigh,continuation,0,2.5,3,15,-1.03,-1.3,-1.21
SOLUSDT,4h,VeryHigh,continuation,0,2.5,4,21,-3.18,-3.68,-3.51
SOLUSDT,4h,VeryHigh,continuation,0,3.5,0,21,1.34,1.0,1.11
SOLUSDT,4h,VeryHigh,continuation,0,3.5,1,15,2.34,2.03,2.14
SOLUSDT,4h,VeryHigh,continuation,0,3.5,2,11,0.91,0.73,0.79
SOLUSDT,4h,VeryHigh,continuation,0,3.5,3,14,-1.88,-2.13,-2.04
SOLUSDT,4h,VeryHigh,continuation,0,3.5,4,15,-2.46,-2.82,-2.7
SOLUSDT,4h,VeryHigh,continuation,1,1.5,0,19,-1.0,-1.34,-1.22
SOLUSDT,4h,VeryHigh,continuation,1,1.5,1,15,1.78,1.47,1.57
SOLUSDT,4h,VeryHigh,continuation,1,1.5,2,21,1.91,1.51,1.64
SOLUSDT,4h,VeryHigh,continuation,1,1.5,3,14,1.22,0.94,1.04
SOLUSDT,4h,VeryHigh,continuation,1,1.5,4,17,0.38,-0.03,0.11
SOLUSDT,4h,VeryHigh,continuation,1,2.5,0,16,-0.69,-0.96,-0.87
SOLUSDT,4h,VeryHigh,continuation,1,2.5,1,15,4.72,4.4,4.51
SOLUSDT,4h,VeryHigh,continuation,1,2.5,2,18,2.38,2.04,2.15
SOLUSDT,4h,VeryHigh,continuation,1,2.5,3,12,0.19,-0.04,0.03
SOLUSDT,4h,VeryHigh,continuation,1,2.5,4,17,-0.69,-1.09,-0.96
SOLUSDT,4h,VeryHigh,continuation,1,3.5,0,14,-0.09,-0.32,-0.25
SOLUSDT,4h,VeryHigh,continuation,1,3.5,1,10,4.16,3.93,4.01
SOLUSDT,4h,VeryHigh,continuation,1,3.5,2,14,0.44,0.18,0.26
SOLUSDT,4h,VeryHigh,continuation,1,3.5,3,12,1.25,1.02,1.1
SOLUSDT,4h,VeryHigh,continuation,1,3.5,4,12,0.59,0.31,0.4
SOLUSDT,4h,VeryHigh,reversal,0,1.5,0,8,4.31,4.19,4.23
SOLUSDT,4h,VeryHigh,reversal,0,1.5,1,4,1.19,1.12,1.14
SOLUSDT,4h,VeryHigh,reversal,0,1.5,2,9,0.31,0.14,0.2
SOLUSDT,4h,VeryHigh,reversal,0,1.5,3,5,3.09,3.0,3.03
SOLUSDT,4h,VeryHigh,reversal,0,1.5,4,8,0.25,0.02,0.1
SOLUSDT,4h,VeryHigh,reversal,0,2.5,0,2,1.38,1.35,1.36
SOLUSDT,4h,VeryHigh,reversal,0,2.5,1,3,0.53,0.48,0.5
SOLUSDT,4h,VeryHigh,reversal,0,2.5,2,9,-0.41,-0.58,-0.52
SOLUSDT,4h,VeryHigh,reversal,0,2.5,3,5,3.66,3.56,3.59
SOLUSDT,4h,VeryHigh,reversal,0,2.5,4,8,0.19,-0.04,0.04
SOLUSDT,4h,VeryHigh,reversal,0,3.5,0,2,0.31,0.29,0.3
SOLUSDT,4h,VeryHigh,reversal,0,3.5,1,3,-0.47,-0.52,-0.5
SOLUSDT,4h,VeryHigh,reversal,0,3.5,2,9,0.62,0.46,0.51
SOLUSDT,4h,VeryHigh,reversal,0,3.5,3,5,5.72,5.62,5.65
SOLUSDT,4h,VeryHigh,reversal,0,3.5,4,8,0.47,0.25,0.32
SOLUSDT,4h,VeryHigh,reversal,1,1.5,0,3,2.19,2.15,2.16
SOLUSDT,4h,VeryHigh,reversal,1,1.5,1,0,0.0,0.0,0.0
SOLUSDT,4h,VeryHigh,reversal,1,1.5,2,3,-0.28,-0.34,-0.32
SOLUSDT,4h,VeryHigh,reversal,1,1.5,3,2,0.28,0.25,0.26
SOLUSDT,4h,VeryHigh,reversal,1,1.5,4,4,1.0,0.86,0.91
SOLUSDT,4h,VeryHigh,reversal,1,2.5,0,2,1.38,1.35,1.36
SOLUSDT,4h,VeryHigh,reversal,1,2.5,1,0,0.0,0.0,0.0
SOLUSDT,4h,VeryHigh,reversal,1,2.5,2,3,-1.62,-1.68,-1.66
SOLUSDT,4h,VeryHigh,reversal,1,2.5,3,2,-1.03,-1.07,-1.05
SOLUSDT,4h,VeryHigh,reversal,1,2.5,4,4,-0.94,-1.07,-1.03
SOLUSDT,4h,VeryHigh,reversal,1,3.5,0,2,0.31,0.29,0.3
SOLUSDT,4h,VeryHigh,reversal,1,3.5,1,0,0.0,0.0,0.0
SOLUSDT,4h,VeryHigh,reversal,1,3.5,2,3,-1.38,-1.43,-1.41
SOLUSDT,4h,VeryHigh,reversal,1,3.5,3,2,-0.84,-0.88,-0.87
SOLUSDT,4h,VeryHigh,reversal,1,3.5,4,4,-1.22,-1.35,-1.31
XRPUSDT,15m,Normal,continuation,0,1.5,0,432,22.41,-19.05,-5.23
XRPUSDT,15m,Normal,continuation,0,1.5,1,440,7.12,-49.1,-30.36
XRPUSDT,15m,Normal,continuation,0,1.5,2,453,14.81,-35.98,-19.05
XRPUSDT,15m,Normal,continuation,0,1.5,3,408,25.59,-10.57,1.48
XRPUSDT,15m,Normal,continuation,0,1.5,4,464,8.32,-47.78,-29.08
XRPUSDT,15m,Normal,continuation,0,2.5,0,319,13.06,-16.9,-6.91
XRPUSDT,15m,Normal,continuation,0,2.5,1,338,9.56,-33.5,-19.14
XRPUSDT,15m,Normal,continuation,0,2.5,2,341,14.81,-22.59,-10.12
XRPUSDT,15m,Normal,continuation,0,2.5,3,305,24.28,-1.56,7.05
XRPUSDT,15m,Normal,continuation,0,2.5,4,322,35.45,-3.51,9.48
XRPUSDT,15m,Normal,continuation,0,3.5,0,254,-1.31,-23.98,-16.43
XRPUSDT,15m,Normal,continuation,0,3.5,1,262,20.78,-11.42,-0.69
XRPUSDT,15m,Normal,continuation,0,3.5,2,274,11.44,-17.58,-7.91
XRPUSDT,15m,Normal,continuation,0,3.5,3,252,27.84,7.38,14.2
XRPUSDT,15m,Normal,continuation,0,3.5,4,272,24.2,-7.14,3.31
XRPUSDT,15m,Normal,continuation,1,1.5,0,366,4.84,-32.41,-19.99
XRPUSDT,15m,Normal,continuation,1,1.5,1,340,5.09,-39.04,-24.33
XRPUSDT,15m,Normal,continuation,1,1.5,2,393,8.97,-37.84,-22.23
