coin,side,entry_ts,exit_ts,R,day
SOLUSDT,long,1744859160000,1744860240000,-1.0,1744848000000
SOLUSDT,long,1745251920000,1745253720000,-1.0,1745193600000
SOLUSDT,short,1746427500000,1746441180000,3.0,1746403200000
SOLUSDT,long,1747069560000,1747071900000,-1.0,1747008000000
SOLUSDT,short,1747497780000,1747543500000,-1.0,1747440000000
SOLUSDT,short,1750294980000,1750406580000,-1.0,1750291200000
SOLUSDT,short,1751029380000,1751032620000,-1.0,1750982400000
SOLUSDT,long,1751511780000,1751555160000,-1.0,1751500800000
SOLUSDT,short,1751688180000,1751721840000,-1.0,1751673600000
SOLUSDT,long,1753255080000,1753256340000,-1.0,1753228800000
SOLUSDT,long,1753545780000,1753549560000,-1.0,1753488000000
SOLUSDT,short,1753862580000,1753902180000,3.0,1753833600000
SOLUSDT,short,1754053380000,1754056440000,3.0,1754006400000
SOLUSDT,short,1754107380000,1754109360000,-1.0,1754092800000
SOLUSDT,long,1754371620000,1754379180000,-1.0,1754352000000
SOLUSDT,long,1754751780000,1754811720000,-1.0,1754697600000
SOLUSDT,long,1754860140000,1754910180000,-1.0,1754784000000
SOLUSDT,long,1755457740000,1755476280000,-1.0,1755388800000
SOLUSDT,long,1756343880000,1756368000000,3.0,1756339200000
SOLUSDT,long,1756638180000,1756638900000,-1.0,1756598400000
SOLUSDT,short,1757053260000,1757055600000,-1.0,1757030400000
SOLUSDT,long,1757376180000,1757377260000,-1.0,1757376000000
SOLUSDT,long,1757597220000,1757654460000,3.0,1757548800000
SOLUSDT,long,1757851560000,1757854260000,-1.0,1757808000000
SOLUSDT,long,1757901780000,1757921400000,-1.0,1757894400000
SOLUSDT,short,1758855780000,1758890160000,-1.0,1758844800000
SOLUSDT,short,1758901140000,1758902940000,-1.0,1758844800000
SOLUSDT,long,1759504680000,1759589820000,-1.0,1759449600000
SOLUSDT,long,1759802940000,1759818960000,-1.0,1759795200000
SOLUSDT,short,1760274180000,1760280300000,-1.0,1760227200000
SOLUSDT,long,1761656580000,1761662700000,-1.0,1761609600000
SOLUSDT,short,1762266420000,1762267320000,-1.0,1762214400000
SOLUSDT,short,1763338680000,1763339220000,-1.0,1763337600000
SOLUSDT,short,1763391780000,1763401500000,3.0,1763337600000
SOLUSDT,short,1763590860000,1763593380000,-1.0,1763510400000
SOLUSDT,short,1764921780000,1764946260000,3.0,1764892800000
SOLUSDT,short,1764950580000,1765117980000,3.0,1764892800000
SOLUSDT,long,1765151820000,1765190520000,3.0,1765065600000
SOLUSDT,long,1765216980000,1765220040000,-1.0,1765152000000
SOLUSDT,long,1765804680000,1765810080000,-1.0,1765756800000
SOLUSDT,short,1767827160000,1767828060000,-1.0,1767744000000
SOLUSDT,long,1768255740000,1768272120000,-1.0,1768176000000
SOLUSDT,short,1769034420000,1769178600000,3.0,1768953600000
SOLUSDT,short,1769786640000,1769790420000,-1.0,1769731200000
SOLUSDT,short,1770738480000,1770794100000,3.0,1770681600000
SOLUSDT,short,1770992100000,1770993000000,-1.0,1770940800000
SOLUSDT,long,1772100180000,1772104500000,-1.0,1772064000000
SOLUSDT,long,1772669880000,1772674380000,-1.0,1772668800000
SOLUSDT,long,1773673380000,1773696960000,3.0,1773619200000
SOLUSDT,short,1774224360000,1774234800000,-1.0,1774224000000
SOLUSDT,short,1774981620000,1775004660000,-1.0,1774915200000
SOLUSDT,long,1775078820000,1775079360000,-1.0,1775001600000
SOLUSDT,long,1776426840000,1776501360000,-1.0,1776384000000
SOLUSDT,long,1778211180000,1778261400000,3.0,1778198400000
SOLUSDT,long,1778335380000,1778338260000,-1.0,1778284800000
SOLUSDT,long,1778473440000,1778479740000,3.0,1778457600000
SOLUSDT,long,1778511780000,1778515740000,3.0,1778457600000
SOLUSDT,short,1778745780000,1778769900000,-1.0,1778716800000
SOLUSDT,short,1780039980000,1780046280000,-1.0,1780012800000
SOLUSDT,short,1780668180000,1780870320000,-1.0,1780617600000
SOLUSDT,long,1782032580000,1782060660000,3.0,1782000000000
SOLUSDT,long,1782482580000,1782863820000,1.486408,1782432000000
XRPUSDT,short,1658768580000,1658821680000,3.0,1658707200000
XRPUSDT,short,1658941380000,1658944800000,-1.0,1658880000000
XRPUSDT,short,1661563620000,1662168420000,0.597766,1661558400000
XRPUSDT,short,1662170580000,1662267420000,-1.0,1662163200000
XRPUSDT,long,1662832980000,1662877800000,-1.0,1662768000000
XRPUSDT,long,1662930180000,1662932880000,-1.0,1662854400000
XRPUSDT,short,1663162560000,1663183620000,-1.0,1663113600000
XRPUSDT,long,1663684020000,1663687440000,3.0,1663632000000
XRPUSDT,long,1663732980000,1663741440000,-1.0,1663718400000
XRPUSDT,long,1664075340000,1664107200000,3.0,1664064000000
XRPUSDT,long,1665228240000,1665269280000,-1.0,1665187200000
XRPUSDT,short,1665579960000,1665588240000,-1.0,1665532800000
XRPUSDT,short,1666231380000,1666267380000,-1.0,1666224000000
XRPUSDT,short,1666273320000,1666288980000,3.0,1666224000000
XRPUSDT,long,1666736820000,1666829520000,3.0,1666656000000
XRPUSDT,short,1666929240000,1666963980000,-1.0,1666915200000
XRPUSDT,long,1667620980000,1667636100000,-1.0,1667606400000
XRPUSDT,short,1668636360000,1668638880000,-1.0,1668556800000
XRPUSDT,short,1669039380000,1669052340000,-1.0,1668988800000
XRPUSDT,short,1671503040000,1671511320000,-1.0,1671494400000
XRPUSDT,long,1672722720000,1672759080000,-1.0,1672704000000
XRPUSDT,long,1672848180000,1672911900000,-1.0,1672790400000
XRPUSDT,long,1674564300000,1674567540000,-1.0,1674518400000
XRPUSDT,short,1675753380000,1675764000000,-1.0,1675728000000
XRPUSDT,long,1675828980000,1675845900000,-1.0,1675814400000
XRPUSDT,short,1676332980000,1676386080000,-1.0,1676332800000
XRPUSDT,long,1676512440000,1676555280000,-1.0,1676505600000
XRPUSDT,short,1677382020000,1677437280000,-1.0,1677369600000
XRPUSDT,long,1677690180000,1677722040000,-1.0,1677628800000
XRPUSDT,long,1678314780000,1678315500000,-1.0,1678233600000
XRPUSDT,short,1678457700000,1678498740000,-1.0,1678406400000
XRPUSDT,short,1678583880000,1678607280000,3.0,1678579200000
XRPUSDT,short,1678939560000,1678943520000,-1.0,1678924800000
XRPUSDT,long,1679274540000,1679280120000,-1.0,1679270400000
XRPUSDT,long,1679508360000,1679509980000,-1.0,1679443200000
XRPUSDT,long,1679789700000,1679821380000,3.0,1679788800000
XRPUSDT,long,1679975280000,1680003360000,3.0,1679961600000
XRPUSDT,long,1680097860000,1680102000000,-1.0,1680048000000
XRPUSDT,long,1680201720000,1680330420000,-1.0,1680134400000
XRPUSDT,short,1683425700000,1683503640000,3.0,1683417600000
XRPUSDT,long,1684562580000,1684683720000,-1.0,1684540800000
XRPUSDT,short,1684801080000,1684802700000,-1.0,1684800000000
XRPUSDT,short,1684809360000,1684811880000,-1.0,1684800000000
XRPUSDT,long,1685711340000,1685892420000,3.0,1685664000000
XRPUSDT,long,1685924640000,1685927520000,-1.0,1685923200000
XRPUSDT,short,1686034980000,1686070260000,-1.0,1686009600000
XRPUSDT,short,1686860100000,1686863520000,-1.0,1686787200000
XRPUSDT,short,1688169780000,1688263920000,-1.0,1688169600000
XRPUSDT,long,1688302980000,1688553360000,-1.0,1688256000000
XRPUSDT,short,1688684940000,1688832000000,-1.0,1688601600000
XRPUSDT,long,1689700500000,1689732540000,3.0,1689638400000
XRPUSDT,long,1689839640000,1689843600000,-1.0,1689811200000
XRPUSDT,short,1690104060000,1690135020000,-1.0,1690070400000
XRPUSDT,short,1692914580000,1692928620000,-1.0,1692835200000
XRPUSDT,short,1693634580000,1693663740000,-1.0,1693612800000
XRPUSDT,short,1694538900000,1694590740000,-1.0,1694476800000
XRPUSDT,short,1696961160000,1696964220000,-1.0,1696896000000
XRPUSDT,long,1697253120000,1697262660000,-1.0,1697241600000
XRPUSDT,long,1698134580000,1698149160000,3.0,1698105600000
XRPUSDT,long,1698253920000,1698300180000,-1.0,1698192000000
XRPUSDT,long,1699102980000,1699106040000,-1.0,1699056000000
XRPUSDT,short,1699894980000,1699908300000,-1.0,1699833600000
XRPUSDT,short,1700067780000,1700074440000,-1.0,1700006400000
XRPUSDT,short,1700648460000,1700676000000,-1.0,1700611200000
XRPUSDT,long,1701219780000,1701268380000,-1.0,1701216000000
XRPUSDT,long,1701576180000,1701599220000,3.0,1701561600000
XRPUSDT,long,1703752380000,1703768400000,-1.0,1703721600000
XRPUSDT,long,1704202920000,1704205800000,-1.0,1704153600000
XRPUSDT,short,1704489120000,1704495780000,-1.0,1704412800000
XRPUSDT,short,1704558600000,1704665160000,3.0,1704499200000
XRPUSDT,short,1705626180000,1705681260000,3.0,1705622400000
XRPUSDT,short,1706731380000,1706750460000,3.0,1706659200000
XRPUSDT,long,1707663780000,1707676200000,-1.0,1707609600000
XRPUSDT,long,1709431380000,1709433000000,-1.0,1709424000000
XRPUSDT,long,1709629740000,1709654580000,-1.0,1709596800000
XRPUSDT,short,1710734580000,1710739440000,-1.0,1710720000000
XRPUSDT,short,1712091780000,1712104560000,3.0,1712016000000
XRPUSDT,long,1712365920000,1712496960000,3.0,1712361600000
XRPUSDT,short,1712986560000,1713027600000,3.0,1712966400000
XRPUSDT,short,1713087540000,1713132360000,-1.0,1713052800000
XRPUSDT,short,1713519000000,1713542400000,-1.0,1713484800000
XRPUSDT,long,1713803400000,1713968640000,-1.0,1713744000000
XRPUSDT,short,1714512240000,1714534560000,-1.0,1714435200000
XRPUSDT,long,1715090580000,1715115060000,-1.0,1715040000000
XRPUSDT,long,1716646680000,1716738300000,-1.0,1716595200000
XRPUSDT,long,1717766640000,1717778700000,-1.0,1717718400000
XRPUSDT,long,1718586540000,1718586900000,-1.0,1718582400000
XRPUSDT,long,1724551380000,1724569380000,-1.0,1724544000000
XRPUSDT,long,1725348060000,1725370560000,-1.0,1725321600000
XRPUSDT,short,1725717960000,1725721380000,-1.0,1725667200000
XRPUSDT,short,1726063380000,1726074180000,-1.0,1726012800000
XRPUSDT,long,1726786980000,1726791840000,-1.0,1726704000000
XRPUSDT,short,1728001620000,1728007740000,-1.0,1728000000000
XRPUSDT,short,1728011160000,1728018540000,-1.0,1728000000000
XRPUSDT,long,1729008540000,1729588860000,-1.0,1728950400000
XRPUSDT,short,1729623780000,1729700460000,3.0,1729555200000
XRPUSDT,short,1729976580000,1730000880000,-1.0,1729900800000
XRPUSDT,long,1731874140000,1731875400000,-1.0,1731801600000
XRPUSDT,long,1733072580000,1733080500000,3.0,1733011200000
XRPUSDT,long,1733281560000,1733327460000,-1.0,1733270400000
XRPUSDT,short,1734930720000,1734986340000,-1.0,1734912000000
XRPUSDT,long,1735010640000,1735055100000,3.0,1734998400000
XRPUSDT,short,1736100360000,1736101800000,-1.0,1736035200000
XRPUSDT,long,1736989560000,1737326880000,-1.0,1736985600000
XRPUSDT,short,1738720980000,1738758240000,-1.0,1738713600000
XRPUSDT,short,1738841580000,1738856160000,3.0,1738800000000
XRPUSDT,long,1738969380000,1739072160000,3.0,1738886400000
XRPUSDT,short,1741587300000,1741598100000,-1.0,1741564800000
XRPUSDT,long,1742529780000,1742535360000,-1.0,1742515200000
XRPUSDT,short,1743293160000,1743296580000,-1.0,1743292800000
XRPUSDT,short,1743736140000,1743751980000,-1.0,1743724800000
XRPUSDT,short,1744122060000,1744132680000,3.0,1744070400000
XRPUSDT,short,1744196580000,1744205940000,-1.0,1744156800000
XRPUSDT,long,1747015920000,1747051920000,3.0,1747008000000
XRPUSDT,long,1747113840000,1747318500000,-1.0,1747094400000
XRPUSDT,long,1747850940000,1747904760000,3.0,1747785600000
XRPUSDT,short,1748689740000,1748695500000,-1.0,1748649600000
XRPUSDT,long,1749049380000,1749065220000,-1.0,1748995200000
XRPUSDT,short,1750971780000,1750985640000,3.0,1750896000000
XRPUSDT,long,1752908580000,1752923520000,-1.0,1752883200000
XRPUSDT,short,1753897680000,1753902360000,3.0,1753833600000
XRPUSDT,short,1755241380000,1755269640000,3.0,1755216000000
XRPUSDT,short,1755785160000,1755833940000,3.0,1755734400000
XRPUSDT,long,1757127780000,1757149740000,-1.0,1757116800000
XRPUSDT,long,1759024980000,1759027320000,-1.0,1759017600000
XRPUSDT,long,1760922180000,1760944320000,3.0,1760918400000
XRPUSDT,long,1761095340000,1761110640000,-1.0,1761091200000
XRPUSDT,long,1761483060000,1761505200000,-1.0,1761436800000
XRPUSDT,short,1761811380000,1761826500000,3.0,1761782400000
XRPUSDT,short,1762300980000,1762305480000,3.0,1762300800000
XRPUSDT,short,1763647380000,1763657640000,3.0,1763596800000
XRPUSDT,short,1764986760000,1764990360000,-1.0,1764979200000
XRPUSDT,long,1767767040000,1767778380000,-1.0,1767744000000
XRPUSDT,long,1769626260000,1769649840000,-1.0,1769558400000
XRPUSDT,short,1770053940000,1770086340000,3.0,1769990400000
XRPUSDT,short,1770336180000,1770342300000,-1.0,1770336000000
XRPUSDT,long,1770566760000,1770568740000,-1.0,1770508800000
XRPUSDT,short,1774580760000,1774600380000,3.0,1774569600000
XRPUSDT,long,1775012580000,1775025180000,3.0,1775001600000
XRPUSDT,short,1775197080000,1775219220000,-1.0,1775174400000
XRPUSDT,long,1776340980000,1776347640000,-1.0,1776297600000
XRPUSDT,short,1777408920000,1777432680000,-1.0,1777334400000
XRPUSDT,long,1777928580000,1777937760000,-1.0,1777852800000
XRPUSDT,long,1778335380000,1778338260000,-1.0,1778284800000
XRPUSDT,short,1778951880000,1779012000000,-1.0,1778889600000
XRPUSDT,short,1779077880000,1779218460000,3.0,1779062400000
XRPUSDT,short,1780039980000,1780043220000,-1.0,1780012800000
XRPUSDT,short,1780603380000,1780628220000,3.0,1780531200000
XRPUSDT,long,1781661780000,1781682660000,-1.0,1781654400000
